season,season_type,game_date,game_id,event_num,period,clock,team_away,team_home,player1_name,player2_name,description,event_video_link,event_video_link_with_title
2018-19,Regular Season,2019-04-02,0021801161,46,1,08:02,LAL,OKC,203500 Steven Adams,201566 Russell Westbrook,[OKC 15-8] Adams Alley Oop Dunk Shot: Made (4 PTS) Assist: Westbrook (5 AST),https://www.nba.com/stats/events?GameEventID=46&GameID=0021801161&Season=2018-19&flag=1,https://www.nba.com/stats/events?GameEventID=46&GameID=0021801161&Season=2018-19&flag=1&title=%5BOKC%2015-8%5D%20Adams%20Alley%20Oop%20Dunk%20Shot%3A%20Made%20%284%20PTS%29%20Assist%3A%20Westbrook%20%285%20AST%29
2018-19,Regular Season,2019-04-02,0021801161,114,1,02:38,LAL,OKC,203500 Steven Adams,201566 Russell Westbrook,[OKC 25-21] Adams Cutting Dunk Shot: Made (8 PTS) Assist: Westbrook (9 AST),https://www.nba.com/stats/events?GameEventID=114&GameID=0021801161&Season=2018-19&flag=1,https://www.nba.com/stats/events?GameEventID=114&GameID=0021801161&Season=2018-19&flag=1&title=%5BOKC%2025-21%5D%20Adams%20Cutting%20Dunk%20Shot%3A%20Made%20%288%20PTS%29%20Assist%3A%20Westbrook%20%289%20AST%29
2018-19,Regular Season,2019-04-05,0021801186,8,1,11:32,DET,OKC,203500 Steven Adams,201566 Russell Westbrook,[OKC 2-0] Adams Alley Oop Dunk Shot: Made (2 PTS) Assist: Westbrook (1 AST),https://www.nba.com/stats/events?GameEventID=8&GameID=0021801186&Season=2018-19&flag=1,https://www.nba.com/stats/events?GameEventID=8&GameID=0021801186&Season=2018-19&flag=1&title=%5BOKC%202-0%5D%20Adams%20Alley%20Oop%20Dunk%20Shot%3A%20Made%20%282%20PTS%29%20Assist%3A%20Westbrook%20%281%20AST%29
2018-19,Regular Season,2019-04-05,0021801186,482,3,02:55,DET,OKC,203500 Steven Adams,201566 Russell Westbrook,[OKC 90-86] Adams Cutting Dunk Shot: Made (10 PTS) Assist: Westbrook (12 AST),https://www.nba.com/stats/events?GameEventID=482&GameID=0021801186&Season=2018-19&flag=1,https://www.nba.com/stats/events?GameEventID=482&GameID=0021801186&Season=2018-19&flag=1&title=%5BOKC%2090-86%5D%20Adams%20Cutting%20Dunk%20Shot%3A%20Made%20%2810%20PTS%29%20Assist%3A%20Westbrook%20%2812%20AST%29
2018-19,Regular Season,2019-04-05,0021801186,486,3,02:26,DET,OKC,203500 Steven Adams,201566 Russell Westbrook,[OKC 92-86] Adams Running Dunk Shot: Made (12 PTS) Assist: Westbrook (13 AST),https://www.nba.com/stats/events?GameEventID=486&GameID=0021801186&Season=2018-19&flag=1,https://www.nba.com/stats/events?GameEventID=486&GameID=0021801186&Season=2018-19&flag=1&title=%5BOKC%2092-86%5D%20Adams%20Running%20Dunk%20Shot%3A%20Made%20%2812%20PTS%29%20Assist%3A%20Westbrook%20%2813%20AST%29
2018-19,Regular Season,2019-04-09,0021801218,556,4,06:42,HOU,OKC,203500 Steven Adams,201566 Russell Westbrook,[OKC 95-99] Adams Alley Oop Dunk Shot: Made (8 PTS) Assist: Westbrook (9 AST),https://www.nba.com/stats/events?GameEventID=556&GameID=0021801218&Season=2018-19&flag=1,https://www.nba.com/stats/events?GameEventID=556&GameID=0021801218&Season=2018-19&flag=1&title=%5BOKC%2095-99%5D%20Adams%20Alley%20Oop%20Dunk%20Shot%3A%20Made%20%288%20PTS%29%20Assist%3A%20Westbrook%20%289%20AST%29
2018-19,Regular Season,2019-04-10,0021801226,266,2,03:58,OKC,MIL,203500 Steven Adams,201566 Russell Westbrook,[OKC 57-46] Adams Alley Oop Dunk Shot: Made (2 PTS) Assist: Westbrook (8 AST),https://www.nba.com/stats/events?GameEventID=266&GameID=0021801226&Season=2018-19&flag=1,https://www.nba.com/stats/events?GameEventID=266&GameID=0021801226&Season=2018-19&flag=1&title=%5BOKC%2057-46%5D%20Adams%20Alley%20Oop%20Dunk%20Shot%3A%20Made%20%282%20PTS%29%20Assist%3A%20Westbrook%20%288%20AST%29
2018-19,Playoffs,2019-04-14,0041800161,49,1,08:29,OKC,POR,203500 Steven Adams,201566 Russell Westbrook,[OKC 11-13] Adams Cutting Dunk Shot: Made (5 PTS) Assist: Westbrook (2 AST),https://www.nba.com/stats/events?GameEventID=49&GameID=0041800161&Season=2018-19&flag=1,https://www.nba.com/stats/events?GameEventID=49&GameID=0041800161&Season=2018-19&flag=1&title=%5BOKC%2011-13%5D%20Adams%20Cutting%20Dunk%20Shot%3A%20Made%20%285%20PTS%29%20Assist%3A%20Westbrook%20%282%20AST%29
2018-19,Playoffs,2019-04-16,0041800162,276,2,04:14,OKC,POR,203500 Steven Adams,201566 Russell Westbrook,[OKC 48-42] Adams Alley Oop Dunk Shot: Made (8 PTS) Assist: Westbrook (5 AST),https://www.nba.com/stats/events?GameEventID=276&GameID=0041800162&Season=2018-19&flag=1,https://www.nba.com/stats/events?GameEventID=276&GameID=0041800162&Season=2018-19&flag=1&title=%5BOKC%2048-42%5D%20Adams%20Alley%20Oop%20Dunk%20Shot%3A%20Made%20%288%20PTS%29%20Assist%3A%20Westbrook%20%285%20AST%29
2018-19,Playoffs,2019-04-16,0041800162,602,4,07:22,OKC,POR,203500 Steven Adams,201566 Russell Westbrook,[OKC 83-97] Adams Alley Oop Dunk Shot: Made (16 PTS) Assist: Westbrook (10 AST),https://www.nba.com/stats/events?GameEventID=602&GameID=0041800162&Season=2018-19&flag=1,https://www.nba.com/stats/events?GameEventID=602&GameID=0041800162&Season=2018-19&flag=1&title=%5BOKC%2083-97%5D%20Adams%20Alley%20Oop%20Dunk%20Shot%3A%20Made%20%2816%20PTS%29%20Assist%3A%20Westbrook%20%2810%20AST%29
2018-19,Playoffs,2019-04-19,0041800163,21,1,09:46,POR,OKC,203500 Steven Adams,201566 Russell Westbrook,[OKC 7-2] Adams Cutting Dunk Shot: Made (2 PTS) Assist: Westbrook (2 AST),https://www.nba.com/stats/events?GameEventID=21&GameID=0041800163&Season=2018-19&flag=1,https://www.nba.com/stats/events?GameEventID=21&GameID=0041800163&Season=2018-19&flag=1&title=%5BOKC%207-2%5D%20Adams%20Cutting%20Dunk%20Shot%3A%20Made%20%282%20PTS%29%20Assist%3A%20Westbrook%20%282%20AST%29
2018-19,Playoffs,2019-04-19,0041800163,215,2,06:34,POR,OKC,203500 Steven Adams,201566 Russell Westbrook,[OKC 29-27] Adams Cutting Dunk Shot: Made (4 PTS) Assist: Westbrook (3 AST),https://www.nba.com/stats/events?GameEventID=215&GameID=0041800163&Season=2018-19&flag=1,https://www.nba.com/stats/events?GameEventID=215&GameID=0041800163&Season=2018-19&flag=1&title=%5BOKC%2029-27%5D%20Adams%20Cutting%20Dunk%20Shot%3A%20Made%20%284%20PTS%29%20Assist%3A%20Westbrook%20%283%20AST%29
